Card ID,Data_Collector,Field ID,Date Placed,Date Collected,Tillage,Planting,Fertilizer,Insecticide,Herbicide,Comments,Manure,Manure Type,Application date,Application rate,Cover crop termination date,Cover crop termination method,Tillage date for main field,Tillage dates for the no-cover,Tillage practice,Planting date,Crop Type,Seed Variety,Seed Treatment,Risk Assessment,Overwintering,Pruning,Harvest,Snow/Frost,Time From Corn Harvest,Time From Manure Application
6747,Alexa Stratton,EVE_ORC_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6748,Alexa Stratton,EVE_ORC_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6749,Alexa Stratton,EVE_FIE_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6750,Alexa Stratton,EVE_FIE_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6751,Alexa Stratton,EVE_FOR_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6752,Alexa Stratton,EVE_FOR_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6753,Alexa Stratton,GRS_ORC_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6754,Alexa Stratton,GRS_ORC_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6755,Alexa Stratton,GRN_ORC_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-3,
6756,Alexa Stratton,GRN_ORC_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-3,
6757,Alexa Stratton,GRN_FIE_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-3,
6758,Alexa Stratton,GRN_FIE_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-3,
6761,Alexa Stratton,KIR_FOR_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,5,
6762,Alexa Stratton,KIR_FOR_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,5,
6763,Alexa Stratton,KIR_FIE_OUT,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,5,
6764,Alexa Stratton,KIR_FIE_IN,9/20/2023,9/27/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,5,
6765,Alexa Stratton,OLE_FOR_OUT,9/19/2023,9/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6766,Alexa Stratton,OLE_FOR_IN,9/19/2023,9/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6767,Alexa Stratton,OLE_FIE_OUT,9/19/2023,9/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6768,Alexa Stratton,OLE_FIE_IN,9/19/2023,9/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-1,
6962,Alexa Stratton,EVE_ORC_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6963,Alexa Stratton,EVE_ORC_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6965,Alexa Stratton,EVE_FOR_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6966,Alexa Stratton,EVE_FOR_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6967,Alexa Stratton,GRS_ORC_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
6968,Alexa Stratton,GRS_ORC_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
6969,Alexa Stratton,GRN_ORC_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-2,
6970,Alexa Stratton,GRN_ORC_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-2,
6971,Alexa Stratton,GRN_FIE_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-2,
6972,Alexa Stratton,GRN_FIE_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,-2,
6975,Alexa Stratton,KIR_FOR_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,6,
6976,Alexa Stratton,KIR_FOR_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,6,
6977,Alexa Stratton,KIR_FIE_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,6,
6978,Alexa Stratton,KIR_FIE_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,6,
6979,Alexa Stratton,OLE_FOR_OUT,9/26/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6980,Alexa Stratton,OLE_FOR_IN,9/26/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,0,
6983,Alexa Stratton,GRS_FIE_OUT,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
6984,Alexa Stratton,GRS_FIE_IN,9/27/2023,10/4/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
7121,Alexa Stratton,EVE_ORC_OUT,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7122,Alexa Stratton,EVE_ORC_IN,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7123,Alexa Stratton,EVE_FIE_OUT,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7124,Alexa Stratton,EVE_FIE_IN,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7125,Alexa Stratton,EVE_FOR_OUT,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7126,Alexa Stratton,EVE_FOR_IN,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,3,
7127,Alexa Stratton,GRS_ORC_OUT,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,4,
7128,Alexa Stratton,GRS_ORC_IN,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,4,
7129,Alexa Stratton,GRS_FIE_OUT,10/19/2023,10/26/2023,No,No,Yes,No,No,Field rye put down,No,NA,NA,NA,NA,NA,,NA,Disc,NA,NA,NA,NA,N,Y,No,No,No,4,
7130,Alexa Stratton,GRS_FIE_IN,10/19/2023,10/26/2023,No,No,Yes,No,No,Field rye put down,No,NA,NA,NA,NA,NA,,NA,Disc,NA,NA,NA,NA,N,Y,No,No,No,4,
7131,Alexa Stratton,GRN_ORC_OUT,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
7132,Alexa Stratton,GRN_ORC_IN,10/19/2023,10/26/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,1,
7135,Alexa Stratton,KIR_FOR_OUT,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,9,
7136,Alexa Stratton,KIR_FOR_IN,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,9,
7137,Alexa Stratton,KIR_FIE_OUT,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,9,
7138,Alexa Stratton,KIR_FIE_IN,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,9,
7139,Alexa Stratton,OLE_FOR_OUT,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,2,
7140,Alexa Stratton,OLE_FOR_IN,10/18/2023,10/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,2,
7141,Alexa Stratton,OLE_FIE_OUT,10/18/2023,10/25/2023,No,No,No,No,No,Cover crop put down,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,2,
7142,Alexa Stratton,OLE_FIE_IN,10/18/2023,10/25/2023,No,No,No,No,No,Cover crop put down,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,No,No,2,
6690,Alexa Stratton,IND_ORC_OUT_1,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-11,
6691,Alexa Stratton,IND_ORC_IN_1,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-11,
6692,Alexa Stratton,IND_ORC_OUT_2,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-11,
6693,Alexa Stratton,IND_ORC_IN_2,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-11,
6708,Alexa Stratton,KIR_ORC_OUT,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,3,
6709,Alexa Stratton,KIR_ORC_IN,9/6/2023,9/13/2023,No,No,Don't Know,Don't Know,Don't Know,Ongoing harvest 2023-09-13,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,3,
6715,Alexa Stratton,IND_ORC_OUT_1,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-10,
6716,Alexa Stratton,IND_ORC_IN_1,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-10,
6717,Alexa Stratton,IND_ORC_OUT_2,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-10,
6718,Alexa Stratton,IND_ORC_IN_2,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-10,
6733,Alexa Stratton,KIR_ORC_OUT,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,4,
6734,Alexa Stratton,KIR_ORC_IN,9/13/2023,9/20/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,4,
6743,Alexa Stratton,IND_ORC_OUT_1,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-9,
6744,Alexa Stratton,IND_ORC_IN_1,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-9,
6745,Alexa Stratton,IND_ORC_OUT_2,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-9,
6746,Alexa Stratton,IND_ORC_IN_2,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-9,
6759,Alexa Stratton,KIR_ORC_OUT,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,5,
6760,Alexa Stratton,KIR_ORC_IN,9/20/2023,9/27/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,5,
6825,Shea Crowther,DIP_PAT,9/26/2023,10/3/2023,No,No,No,No,No,Harvest occured,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,No,Yes,No,0,
6826,Shea Crowther,DIP_PAT,9/26/2023,10/3/2023,No,No,No,No,No,Harvest occured,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,No,Yes,No,0,
6958,Alexa Stratton,IND_ORC_OUT_1,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-8,
6959,Alexa Stratton,IND_ORC_IN_1,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-8,
6960,Alexa Stratton,IND_ORC_OUT_2,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-8,
6961,Alexa Stratton,IND_ORC_IN_2,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-8,
6964,Alexa Stratton,EVE_FIE_OUT,9/27/2023,10/4/2023,No,No,No,No,No,Inner card missing due to harvest,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,0,
6973,Alexa Stratton,KIR_ORC_OUT,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,6,
6974,Alexa Stratton,KIR_ORC_IN,9/27/2023,10/4/2023,No,No,No,No,No,Apple harvest ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,6,
6981,Alexa Stratton,OLE_FIE_OUT,9/26/2023,10/4/2023,No,No,No,No,No,Half of field harvested,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,0,
6982,Alexa Stratton,OLE_FIE_IN,9/26/2023,10/4/2023,No,No,No,No,No,Half of field harvested,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,0,
6985,Shea Crowther,DIP_CUR,10/10/2023,10/17/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,No,Yes,No,0,27
6986,Shea Crowther,DIP_CUR,10/10/2023,10/17/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,No,Yes,No,0,27
7117,Alexa Stratton,IND_ORC_OUT_1,10/19/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-5,
7118,Alexa Stratton,IND_ORC_IN_1,10/19/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-5,
7119,Alexa Stratton,IND_ORC_OUT_2,10/19/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-5,
7120,Alexa Stratton,IND_ORC_IN_2,10/19/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,-5,
7133,Alexa Stratton,KIR_ORC_OUT,10/18/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,9,
7134,Alexa Stratton,KIR_ORC_IN,10/18/2023,10/25/2023,No,No,No,No,No,Apple Harvest Ongoing,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,No,Yes,No,9,
6184,Shea Crowther,DIP_PAT,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,12
6185,Shea Crowther,DIP_PAT,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,12
6186,Shea Crowther,DIP_CUR,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-13,14
6187,Shea Crowther,DIP_CUR,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-13,14
6188,Shea Crowther,DIP_FLE,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,-13
6189,Shea Crowther,DIP_FLE,7/11/2023,7/18/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,-13
6190,Shea Crowther,POV_DUN,7/11/2023,7/19/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-17,
6191,Shea Crowther,POV_DUN,7/11/2023,7/19/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-17,
6192,Shea Crowther,DIP_PAT,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-10,13
6193,Shea Crowther,DIP_PAT,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-10,13
6194,Shea Crowther,DIP_CUR,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-12,15
6195,Shea Crowther,DIP_CUR,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-12,15
6196,Shea Crowther,DIP_FLE,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-10,-12
6197,Shea Crowther,DIP_FLE,7/18/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-10,-12
6198,Shea Crowther,POV_DUN,7/19/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-16,
6199,Shea Crowther,POV_DUN,7/19/2023,7/25/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-16,
6200,Shea Crowther,DIP_PAT,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,14
6201,Shea Crowther,DIP_PAT,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,14
6202,Shea Crowther,DIP_CUR,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,16
6203,Shea Crowther,DIP_CUR,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-11,16
6204,Shea Crowther,DIP_FLE,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,-11
6205,Shea Crowther,DIP_FLE,7/25/2023,8/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,-11
6206,Alexa Stratton,POV_DUN,7/25/2023,8/2/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-15,
6207,Alexa Stratton,POV_DUN,7/25/2023,8/2/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-15,
6769,Shea Crowther,DIP_FLE,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-3,-5
6770,Shea Crowther,DIP_FLE,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-3,-5
6771,Shea Crowther,FLE_FIE_IN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,,,,-3,-5
6772,Shea Crowther,FLE_FOR_OUT,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,,,,-3,-5
6773,Shea Crowther,FLE_FOR_IN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,,,,-3,-5
6774,Shea Crowther,DIP_CUR,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-5,22
6775,Shea Crowther,DIP_CUR,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-5,22
6776,Shea Crowther,CUR_FIE_IN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,,,,-5,22
6777,Shea Crowther,DIP_PAT,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-3,20
6778,Shea Crowther,DIP_PAT,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-3,20
6779,Shea Crowther,PAT_FIE_IN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,,,,-3,20
6780,Katja Poveda,POV_DUN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,
6781,Katja Poveda,POV_DUN,9/5/2023,9/12/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,,,,-9,
